"","BAD","BID","MRE11","BAK1","CDH1","RAD51","ERBB3","YBX1","TP53BP1","XRCC1","ARAF","XRCC5","PGR","GSK3B","BAX","ESR1","MAPK1","MAPK3","TSC2","RAB11A","CCNE1","AKT2","GSK3A","CAV1","SERPINE1","GATA3","MAPK8","RPS6KB1","INPP4B","BIRC2","FOXM1","CDKN1B","GAPDH","MAPK14","RAD50","FN1","AKT3","RPS6KA1","RAF1","PCNA","MYH11","CCNB1","RPS6","BRCA2","RB1","TP53","ERBB2","COL6A1","AKT1","EGFR","ATM","CHEK1","BCL2L11","SHC1","RBM15","CASP7","CTNNB1","MAP2K1","AR","CDK1","CDH2","BCL2L1","BCL2","PTEN","CCNE2","JUN","CLDN7","CHEK2","RAB11B","EIF4EBP1","SRC","MTOR","AKT1S1"
"ACH-000116",6.55259225418735,6.18923154864728,4.75702324650746,4.87725345387661,7.10307794659757,4.75167794568758,6.85574059171503,10.3717766443379,4.45549162062847,5.44426950241348,5.54504168346746,7.3435854831614,0.0565835283663675,4.69766263347052,7.65270159245715,0.0285691521967709,5.81070015418722,6.69334755993983,5.83844759254846,8.08316017054839,6.38870616922638,6.74725311426696,5.4966540825935,2.1243281350022,0.650764559116902,0.0426443374084937,5.13381009110603,4.33413917883824,0.807354922057604,5.02591469875079,7.1003469613581,5.27164977245721,12.0416591516372,5.46205231879643,3.4594316186373,2.55090066464752,3.43162295971329,4.85099939471647,6.24355484277846,8.30135900668117,0.422233000683048,7.08650780054995,11.0510729594791,2.53106949272595,2.55336050333533,2.09085343045111,6.84862294042934,4.34766565630097,7.7541526092142,5.58044701959866,3.84096670448742,5.08576455377831,4.56620629346551,5.87061131304455,3.28243980500639,4.07553263116736,7.61264737765832,5.93428059364002,0.432959407276106,6.75141016006437,6.8974824681961,7.84968657495916,2.17312743348066,5.1407786557828,3.38266725274504,6.85374619700876,7.40181816308764,5.35966172233388,6.09655704225857,6.44161626940656,4.24031432933371,4.84799690655495,5.19179950106508
"ACH-000117",5.83111719461642,3.89917563048051,3.37295209791183,5.51127826508303,7.67948009950545,4.65992455840238,6.80555042521086,8.48972756361815,4.37295209791183,6.08023127201926,5.76977173924945,6.57773093149008,0.111031312388744,4.40871186102943,7.10328780841202,2.73768676140986,4.85648777949568,6.48010352081757,5.656782364219,7.72696741670603,4.42155994490182,6.77807712953536,6.47848651208419,2.03562390973072,1.67807190511264,5.62175885670973,3.96532254836725,5.92029330021101,2.92409988564074,3.83592407425437,5.69849632031307,4.68144926531496,11.2600962453932,4.66505161428921,4.34908214639109,4.98550043030489,0.0976107966264223,4.01077983875324,5.74469931420784,7.40947579805596,0.704871964456353,7.56208975000104,9.07935144170917,2.78659636189081,4.2585189247113,2.90303827011291,11.4360347948525,1.76128527336162,8.06236999922459,0.214124805352847,3.5837597536395,4.39025495632187,3.41413553298445,5.94345253855882,3.46727948045998,5.13955135239879,5.97154355395077,5.19927972133662,1.54101915313356,6.25946081613399,0.124328135002202,6.53060141451683,0.485426827170242,4.52042224852645,4.60999129521268,6.01189812036949,7.91336815967972,3.81966818349646,5.35790383855249,6.19436289072759,3.63343121035563,4.39574832817903,6.51884982870769
"ACH-000123",4.93451650158608,4.7235585614721,3.80219321694183,5.12184429787638,0.400537929583729,4.19927972133662,2.59931779369823,9.47818312107368,4.34553831007001,4.47832471148503,5.59663703410207,7.24745286463493,0.422233000683048,4.10601323762212,7.85829188728283,0.070389327891398,5.16108148227718,4.61706334388818,4.72465027173297,8.24317398347295,5.52324829260521,5.90086680798075,5.49601487343776,4.67638025546692,0.464668267003444,0.20163386116965,4.48928602262588,5.37816477987163,0.782408564927373,4.57470704641555,5.61853233397629,4.13914201914569,11.6603970806285,5.05050169744673,4.02856915219677,2.24488705912353,4.04701481951759,3.84799690655495,6.15724586737157,8.37712374912949,0.400537929583729,7.51009161047094,11.0349364865315,2.17312743348066,3.82273014794452,4.89287670006069,4.75755668893945,2.59454854955035,5.92623668441333,0.286881147788162,4.38956681176273,5.27239650903748,1.49569516262407,7.95512678126137,3.06695024392463,5.08236196955747,7.42508998987406,5.35684807923652,0.0840642647884745,8.25413103354195,1.57046293102604,4.86641348112345,0.124328135002202,4.33485426933163,3.47638168756724,5.21723071622067,0.263034405833794,4.71369581484336,6.05441438791731,6.5385381636298,3.45022149589718,4.62877359520165,5.62058641045188
"ACH-000132",6.04264433740849,6.20104568624506,4.59753117422421,3.70376517879341,4.92219784839637,4.06781078378962,4.32192809488736,10.1822701918621,3.0686708106651,3.72900887033786,4.03033607837096,7.43587857730987,0.070389327891398,3.8923910259134,4.39643353125099,1.90303827011291,4.76712507726907,4.90014226035982,4.76712507726907,7.31197531446116,2.79285535236249,4.68257329734758,3.73335434061383,6.59738218934868,3.17472598770613,1.14404636961671,4.05311133645956,3.86294724802092,3.87479696589867,6.34784279363816,6.24773767265893,6.34553831007001,11.7900226112658,4.56985560833095,4.7371459197762,11.7678533934666,3.02502879449152,4.92742242873987,6.28169825009883,8.23030870566281,0.20163386116965,7.12876767668555,10.7983907940525,3.53356334821451,4.46532151358055,6.63008507000212,4.77135740899056,1.37851162325373,6.07831095000713,4.03562390973072,4.82781902461732,3.98641093525204,2.82984955984469,5.63197732023875,3.11270013274936,5.07767027423275,7.44600803852372,4.4541758931858,1.0071955014042,6.83668159332712,5.05484847699562,6.49984588708321,0.31034012061215,4.6564963705535,3.63110428236588,8.50418338664632,6.60688633927592,3.74953426766926,5.78868571061353,5.46303385531749,2.05311133645956,4.82273014794452,4.23572705983806
"ACH-000147",6.36439733732132,5.52387555132852,4.6409679104499,4.22573765346606,7.66796306639716,4.59215800212536,6.91372717300518,8.15916494951661,5.03077747199254,5.00584907569669,5.93262815702213,6.83857365266832,6.28373660962484,4.66163560233596,5.91814767387683,5.45384677374993,4.60169651648096,5.59395128394841,5.93993176472761,8.40854204229686,2.87184364850932,5.83769100042856,4.88068552526112,0.485426827170242,0.22650852980868,8.44211412241923,4.03121873061072,4.49313492230551,3.98093926608551,5.32481060342048,5.78214642355464,4.06263982828646,10.2394791946992,4.98550043030489,4.15218341905505,4.28095631383106,0.0565835283663675,4.37364821133469,6.66959375118833,8.09270429397976,0.790772037862,7.82304872916275,9.63341304576907,2.1407786557828,3.82171021503467,5.82680268428583,6.3110671022556,1.92599941855622,7.61139372584558,1.97819562968165,4.61353165291793,6.14302600388997,1.75702324650746,6.78476569631639,2.75488750216347,5.14852742516046,7.28364401937092,4.86344293434804,2.89530262133331,6.96520709119934,0.0565835283663675,7.18824265626441,0.333423733725192,4.854993016757,4.58976348698498,4.03738222200308,5.97796675761948,4.87578006306849,5.54163873443614,6.34216358328935,5.37955165336549,4.68425770505893,5.09508049190141
"ACH-000148",5.97131362406888,5.88655014732434,3.92124588858559,5.10643207781693,1.02147972741045,4.13093086982645,2.51096191927738,9.79189544832522,4.96578428466209,5.27463440251759,4.47508488294878,6.64803395056383,0,6.06199215373422,6.98025384598826,0.070389327891398,6.45762712179055,5.51285895444998,5.87208998933479,7.26819107921981,2.72900887033786,5.9387562614923,5.33199177823206,9.44559429134118,11.6250238568804,1.78659636189081,5.17392693199981,3.92124588858559,1.28095631383106,6.28965005985472,5.61028665708102,4.30158764660319,12.6470986072634,5.10139795218253,4.34340782229781,13.654636028528,5.49920809085669,2.68032435684402,6.17112674665207,6.39437694495706,0.356143810225275,7.27295630793511,9.97427117362758,2.17951105027151,4.03121873061072,5.66192057913509,4.7273759385949,10.3274403677248,6.8507494258965,5.05961485629722,5.18745105402733,5.51569983828404,0.863938450423971,6.75462031167453,3.08915913191124,2.82171021503467,7.07285611553773,5.89409017060148,0.963474123974886,5.73308313184512,8.23931210974433,5.84724530714181,0.0976107966264223,5.02812708231714,2.46727948045998,7.06802583857736,0.422233000683048,4.5909612413426,6.01881218574282,8.41755719620353,4.54163873443614,5.04133060682062,5.43629511983936
"ACH-000196",5.83668159332712,6.43162295971329,3.57531233068744,4.39369076418745,5.83869970177424,4.43562859405209,6.13134253912326,10.8064690672501,3.92504996472736,3.46466826700344,3.53106949272595,6.32750773458721,0.0426443374084937,4.14567745519564,6.0948694327187,1.60407132366886,5.21994291395413,4.74308405554959,5.68060566620259,8.30145046699824,7.02203484498277,7.9579726209154,4.90400231628369,1.16992500144231,0.356143810225275,0.7311832415722,5.67694435910691,4.03913839390696,1.94485844580754,4.71369581484336,6.2359184875622,4.21412480535285,11.523855953621,4.78188423454149,3.96716860753263,2.75488750216347,4.72900887033786,4.80322703643493,6.48252564076792,7.229107200654,0.495695162624069,7.54488717797432,11.6907400872866,2.4905701304462,3.05658352836637,3.60407132366886,5.41074812818595,2.81352468929781,6.27798474729977,2.75060650483559,4.29792505250381,5.14771372235215,4.31397137105902,5.52387555132852,3.611172380044,3.08576455377831,8.23534412817267,4.85449441815488,0.66902676550963,7.18566835930362,0.250961573533219,4.60940039000643,3.74416109557041,4.61941301059794,4.3533232911629,6.17292748960384,6.33521168170579,4.66106547980695,5.63778411029132,7.08852325661663,4.97727992349992,4.08746284125034,3.47378691161437
"ACH-000212",6.59006301881225,4.82578562746479,4.03210084316702,4.52794609890826,3.89433274227769,3.46336088581666,3.11935617703968,10.2507721315999,3.90207357931074,4.91552090075196,4.95791459863299,7.6477462172081,0.0285691521967709,5.25814199589377,7.30679082965026,0.66902676550963,4.31324585178756,5.71452029055351,4.81403764753998,7.34615911015865,4.53169336086147,5.88728155166999,5.24640808724638,9.70920446300453,6.54581396282903,6.04592343960255,5.29425313644451,3.75381844317354,4.5957423394744,5.02591469875079,6.12742692986628,5.84197311892718,12.0815500122401,4.95837871156634,3.93828579188405,6.62760683812965,5.6313953536956,3.08746284125034,5.97911075501579,6.84373265661131,0.176322772640463,8.16952419715,10.8141818841903,1.80322703643493,2.9560566524124,4.10349763970334,4.58736499093646,1.70929063572336,6.00876474486344,5.36946648365072,5.34766565630097,5.02458563827827,3.28243980500639,7.04111153536915,2.70929063572336,2.90303827011291,5.94368695159709,5.08193608171943,0.0143552929770701,7.10412695052722,4.89044669267991,7.4423629845147,2.68481873755322,4.61765111942733,3.0408924306469,6.8703647195834,1.85199883711245,4.0574502721839,5.36422222109353,8.82053001805063,4.16992500144231,4.79441586635011,5.40053792958373
"ACH-000223",6.45220004940622,7.20789285164133,4.2349610948395,4.5077946401987,7.59768014371589,5.4154882710497,4.96578428466209,9.59268127295605,4.29865831556452,5.95093492831454,4.80992886572143,6.07531869255335,0,4.93357263826102,7.58759001940925,2.22032995487956,5.82273014794452,6.64125699872677,5.75862298244024,7.76473892302338,4.38612115681485,6.69167373779609,5.40905143853856,8.00562454919388,2.790772037862,3.99548451887751,3.97911075501579,4.2502036564993,4.88898672118656,4.99729240763651,7.06695024392463,5.27463440251759,12.567219333539,5.16510798514454,4.84849775538515,4.07809742302666,3.55458885167764,4.79337571126475,6.25719924277855,9.28090993014301,0.799087306074004,8.03512899804635,10.2931267402719,3.674686619928,3.20945336562895,4.3526172989585,5.63691458035588,5.69960715389318,6.60673831741759,5.02147972741045,3.94953493301701,6.26040209302579,3.26903314645524,5.27872821293894,4.0408924306469,3.80529245560071,6.4446008137115,6.85349670370232,0.0143552929770701,6.11914863981125,0.22650852980868,6.79636413813963,0.189033824390017,0.0426443374084937,4.94766615679601,5.19574129324645,8.12142990894896,5.02945288578697,6.30085587126876,5.27575204882853,4.55336050333533,4.86937792403133,5.4905701304462
"ACH-000237",5.88117515534928,5.69710657447698,4.28835856219366,4.61176256006487,0.992768430768924,3.20476675065461,1.11103131238874,9.5919336850852,5.49313492230551,4.94345253855882,5.06479664591181,6.41869594960205,0.594548549550354,5.23304440126558,7.10998731853691,1.35614381022528,5.30815697511476,5.6246858105254,5.74092756031863,7.64652270982913,2.86195536414487,6.31903981556254,4.97269265400426,6.98504496225347,7.53044535469291,3.46205231879643,5.48928602262588,3.9174317553901,2.56315813040281,5.72492307026661,5.68873986801449,6.07681559705083,13.8443134612033,5.32876467228402,3.59693514238723,9.45471055218622,4.00450139223494,4.76128527336162,6.31179371775365,7.29526384536397,0.584962500721156,7.18844048897516,9.58349651900033,1.68257329734758,4.40599235967584,5.12556845177803,5.45844762743792,7.66647256884207,7.04788732939655,5.27909980213375,6.63124982537139,3.85299758761332,2.4905701304462,7.10318288132074,3.03913839390696,3.89141918684608,8.03259679456199,5.69877410890368,3.68144926531496,5.82425869660337,6.93769748904146,6.58044701959866,0.871843648509318,3.85299758761332,2.50589092972996,6.63124982537139,1.55581615506164,4.05658352836637,5.24526746651951,6.07446262070454,5.75435307169213,5.20945336562895,5.28688114778816
"ACH-000248",6.30030679608006,5.54997714277182,4.37573453858316,5.76606505147495,0.124328135002202,5.05398016818765,6.70030099079439,9.24021890983959,4.56559717585422,4.45549162062847,5.83945576522463,6.63560930201924,0,5.16390121381454,6.02192383855476,0.367371065648529,5.5465858290081,6.01747656302046,5.95977015521147,7.90376136512808,4.23342794374847,5.78319470337615,5.02680005934372,1.48542682717024,3.1906148602095,2.22958792274065,4.18269229751619,3.7279204545632,2.47248777146274,4.23419472295381,6.07553263116736,4.75648960675997,12.6877037302136,4.53169336086147,3.5385381636298,4.46139758992616,0.150559676575381,5.34731131636529,5.64932804098478,8.15426117190118,0.773996325111173,7.18159953482323,10.5887146355823,2.02856915219677,3.62760683812965,5.19652836093694,11.6059887236131,1.08406426478847,7.71452029055351,5.0232553523003,3.88849973551412,5.07980475463526,3.7311832415722,6.60940039000643,3.57410150808939,4.65764000520782,6.54843662469604,4.51285895444998,2.37016428054021,6.22380865860602,0.111031312388744,5.47605759567754,0.0565835283663675,3.63575439127776,2.43562859405209,3.69710657447697,8.14231131824596,4.79441586635011,5,4.66049513188851,3.92219784839637,4.82171021503467,5.65019012349677
"ACH-000256",5.04001567884788,3.55949181320504,3.78868571061353,3.70929063572336,1.54596836910529,3.1906148602095,0.739848102699327,9.97068112787693,4.12350066435096,4.20945336562895,6.10726939359254,6.88508622529017,0.0143552929770701,3.73226919950145,5.95884267524324,0.0285691521967709,3.57288966842058,5.09761079662642,5.76633013095037,6.50414365228547,5.08831123588866,5.27798474729977,3.90400231628369,4.63401235640212,3.8569856897822,0.263034405833794,3.75915583380027,3.10433665981474,0.400537929583729,4.53169336086147,5.48607074373567,4.89675621847481,11.261213451366,4.12598165385472,3.27500704749987,6.13504228623365,0.31034012061215,4.14649230697719,5.13093086982645,7.3839634359722,0.367371065648529,6.90532682878751,9.76505398892323,2.14404636961671,3.62293035092018,4.6915341649192,3.75274859140713,4.84096670448742,6.34695688937888,2.43562859405209,4.36737106564853,4.30012372456901,2.88752527074159,4.79285535236249,3.00539998774259,3.64846544302731,6.22515922577737,4.64904056563445,0.0143552929770701,5.18507363787676,4.8109571587378,6.34269695998193,0.910732661902913,3.68032435684402,1.28688114778816,6.22419466397043,2.12763327972587,3.95512678126137,5.38128337250378,5.44161626940656,2.81762325751143,5.1197711619529,4.94157586181824
"ACH-000258",5.54720302475693,5.99593670350459,3.41683974191283,3.52230689287139,5.24868662687383,3.58976348698498,3.88947354253111,9.92745205986511,4.98413359454098,4.0574502721839,4.29792505250381,7.4882418427773,0,5.0232553523003,7.54395979737185,0.111031312388744,4.72027846523333,5.51790555352995,5.31686980506433,7.76924279514054,5.33949373790173,6.15157472976641,5.62263756653746,0.400537929583729,2.83390207666916,1.09085343045111,4.98595575460751,3.75595576955096,0.214124805352847,4.82629424549963,5.55305325276641,4.58135124716878,11.5676709296411,5.01256867350306,4.27276973243651,2.67129337248158,5.37573453858316,5.77214959078454,6.02812708231714,8.88294867271663,0.475084882948783,7.78692302215279,10.0594796648956,2.88557436437143,0.0840642647884745,5.34624777408278,3.31614574229336,4.22496636500027,7.38982490443897,0.214124805352847,3.47638168756724,5.65506555119503,5.43061981095978,7.97045106049362,3.5765221379205,4.02768487693716,9.29891028869139,5.52418907844937,0.0426443374084937,6.99898524825889,0.0285691521967709,5.42088657497553,2.28983446517751,2.99457972421575,5.82781902461732,4.65019012349677,5.71039319217052,3.49569516262407,6.23706652081182,5.62556273996637,5.47897180503294,4.95837871156634,4.09423606984577
"ACH-000276",6.77412814429358,6.76699261663078,4.35684807923652,4.83895176695194,6.66006722293064,4.83491342970104,5.71671659170597,10.1927859592511,5.44128427192704,4.59931779369823,4.89433274227769,7.74288202100041,0.739848102699327,5.63430284166251,7.01936833047847,0.0426443374084937,7.34837407519116,5.78135971352466,5.52293456094346,8.15263976754731,3.86195536414487,6.76261457875456,5.65563804923464,6.30432850305588,3.11769504266975,4.38818953715608,6.76327877242261,5.75755668893945,3.98913900736823,6.00315244866692,6.1880447964217,5.93922657772821,10.9516489859046,5.07638806851284,4.67581593117227,9.45197347774641,0.475084882948783,4.80992886572143,8.01396465898237,9.12518096732019,0.823749360308273,7.29810840321142,9.60627565119992,3.69376571221778,5.23764019503539,5.37747084284965,7.11540785541406,6.36929198168004,7.04908616953728,4.70487196445635,4.5963388642052,4.5933537709803,3.87085786436376,6.47540919340106,3.32481060342048,4.1906148602095,8.88261248346515,4.98823022306046,0.070389327891398,7.33091687811462,3.73552217729654,6.99129507854287,0.933572638261024,3.29865831556452,4.53729606709084,6.62614706360372,6.97085365434048,3.81864608282254,6.22129710316334,7.0393577651597,5.96254902292306,4.81557542886257,5.36562255611334
"ACH-000277",7.59320435406329,4.21955576916691,3.69821847822441,5.10768786931437,6.99446658497396,4.43229133824778,7.04875931191986,8.67118720479182,4.14404636961671,5.64904056563445,5.6246858105254,6.78004757606187,0.0143552929770701,4.91790907385298,6.12287974975524,3.85299758761332,5.06263982828646,7.20633064787105,5.88093036107688,8.14832404248008,2.06350294230616,6.74375729978267,5.5512083739461,0.389566811762726,0.22650852980868,7.17342729734862,3.8569856897822,4.43629511983936,3.27798474729977,3.67581593117227,5.98550043030489,5.87676249078156,11.8494832936819,5.31251996747495,3.78450398292957,2.38404980679516,0.0426443374084937,5.52575569282949,6.21955576916691,7.71575612134036,0.910732661902913,7.40548188197721,8.94351114538924,2.37573453858316,4.02856915219677,4.44028782084042,11.5921766936378,0.604071323668861,7.49529542444831,0.0840642647884745,3.63459326844576,4.24184018356467,3.25701061820602,5.48155728070859,2.92789645372882,4.83238371654913,6.75274859140713,5.41886457739032,3.6724253419715,6.42609698971082,0.400537929583729,6.89627184880738,1.89917563048051,4.17072627613155,6.723422039585,6.74456477837141,6.43295940727611,4.44426950241348,5.80193464627335,6.53884852074424,3.24792751344359,4.80271021929134,5.53231695933277
"ACH-000278",6.31650781910311,4.44625622988956,3.40463068421761,4.34198574722862,0.978195629681652,4.52794609890826,1.790772037862,10.3431857154479,4.4369613378336,4.33842441478356,5.19770815795585,7.33619410941885,0.137503523749935,4.5957423394744,5.88386515450979,2.26303440583379,4.50716034911752,5.65334669272218,5.39163026151743,7.69856577247536,3.99819550315325,5.91312876781974,4.28095631383106,8.55727222306003,3.1243281350022,0.575312330687437,4.47118746038699,3.81455042346181,3.28983446517751,4.16591193893569,6.48429928116452,4.61588707391606,12.8376673505302,4.50652577904312,3.29719141656586,6.42374622911477,3.67581593117227,3.93262815702213,5.51790555352995,7.15734693536284,0.298658315564515,7.27724089833207,10.4903495057393,1.80322703643493,1.38404980679516,6.1725275187,3.99909803370561,4.08406426478847,6.34660237529899,5.92148393743373,3.91934008244201,4.77610398807316,3.31469652565629,7.17502551953341,3.81044310384517,3.72027846523333,6.782539617754,5.14730669878029,0.111031312388744,6.27872821293894,5.45844762743792,6.40599235967584,1.25096157353322,5.62205181945638,2.16027483140859,7.611319947685,3.10601323762212,3.9297909977186,5.18428029441938,6.52089364047342,3.31903981556254,4.96901230751632,4.6724253419715
"ACH-000280",6.11603199344711,5.32553033156756,4.17552460108987,4.93451650158608,6.0746766862945,4.40053792958373,4.85149920246126,9.99957727351139,4.84549005094437,5.43462822763672,5.68453824857773,6.71342088486808,0.0285691521967709,5.51916444980607,8.30327845677796,1.67807190511264,4.70376517879341,5.46368784220126,5.63807383718072,7.9168348851483,3.60169651648096,6.13729858092114,5.61588707391606,8.007251575215,8.02834813418931,4.15055967657538,4.47961860846942,5.33735429849697,4.45811948117451,4.43162295971329,6.25039317308951,3.70597790168252,13.039570249256,4.93593113975227,5.05354581772798,10.9683788013705,4.29572302453997,4.75542173473424,6.15441308517497,7.59648795685669,0.214124805352847,8.53663576808501,9.83311146351196,2.17632277264046,3.68818035858693,4.16269343221124,6.02591469875079,5.61235249875266,6.92931759491176,4.84949893172018,4.00809242094872,5.2098432305255,2.39506279951758,7.93822697239405,3.29719141656586,4.69821847822441,7.96947286459633,5.79207446192887,0.0143552929770701,5.80219321694183,4.00539998774259,6.30250184411232,0.124328135002202,4.73768676140986,3.37989816352469,8.39072786537623,5.93757979967966,2.93357263826102,4.90929308582382,5.61706334388818,4.4541758931858,4.88996019965864,6.02502879449152
"ACH-000291",6.03826057517535,4.77294133783134,3.71369581484336,4.10349763970334,5.73552217729654,4.48413813120167,3.66106547980695,9.50828998614035,3.69376571221778,4.9546616208379,5.29425313644451,7.06339508128851,0,3.39917109381982,7.64939990087277,0.111031312388744,4.76871365703049,5.34731131636529,5.35543919724869,8.17672169288105,5.33735429849697,6.54565954002547,5.93616677797915,4.87578006306849,3.63691458035588,2.41142624572647,4.59693514238723,4.66391384211598,0.0426443374084937,4.19298316997399,5.94602898951548,4.69821847822441,11.5669578185392,4.2349610948395,3.78972925137577,12.5093791489147,0.111031312388744,4.31614574229336,4.7457751494858,7.67419226814568,0.286881147788162,7.16530901559716,9.61439698091204,2.22650852980868,3.30451104180995,4.96901230751632,4.61706334388818,2.87184364850932,6.8040019151793,1.37851162325373,3.50716034911752,4.92029330021101,3.07210580048042,5.59185890498717,2.39506279951758,3.22804904788446,6.34819700307791,5.91862475557459,0.0143552929770701,6.25134038278862,0.286881147788162,6.80683958179819,0.070389327891398,4.36737106564853,2.82984955984469,5.01033228328482,4.01256867350306,3.46074256378964,5.35614381022528,6.99695360101844,4.58436125251871,4.40599235967584,5.96578428466209
"ACH-000308",5.87110437355546,4.69320814891002,4.97865326490861,4.64731450954714,1.96347412397489,4.03562390973072,2.22958792274065,9.62968446806213,4.65706830120158,4.25171909260596,4.43229133824778,7.34198574722862,0.0143552929770701,4.72574115650395,5.86690797814317,0.367371065648529,5.37016428054021,4.87627136055013,5.82119997805645,6.92955431573285,4.91408609701272,5.86666075081999,5.5963388642052,7.51072461439307,8.47260961556069,0.887525270741587,5.55366768848306,5.63662462054365,3.3743439890385,6.82756500665014,3.74308405554959,3.99367436175058,9.13668357769724,4.9986468390058,4.90448409790142,3.97452931248388,0.454175893185802,3.82476785314329,5.61529857909211,6.07916474203731,0.432959407276106,7.35058564480732,10.7006997959667,2.7158933705476,3.6667565918848,7.21101219348551,4.82629424549963,4.43629511983936,6.08406426478847,5.71424551766612,5.89117612475454,5.43496176018725,3.0071955014042,7.41667087727392,3.07553263116736,3.45680614923047,6.40190347160796,5.93593113975227,0.0285691521967709,5.73308313184512,6.22477347843793,7.95588234721807,1.46988597627446,4.76394266044725,3.12598165385472,6.28392177230762,3.16027483140859,3.59931779369823,6.08427691053149,8.27710138394328,4.84799690655495,5.11144869848767,4.12101540096137
"ACH-000324",5.70431867776083,5.43862553808838,4.52481592835751,4.37573453858316,1.40599235967584,4.55826763405574,4.96578428466209,10.4524471779147,4.2585189247113,5.26040209302579,4.95140129167431,7.22091032164872,0.333423733725192,5.01747656302046,8.5004037275788,0.0976107966264223,5.36562255611334,5.25738784269265,5.11811050560737,7.6160341601211,4.56559717585422,5.46988597627446,5.45318830954823,9.50791353873653,4.72246602447109,0.0565835283663675,5.0496307677246,4.20945336562895,3.46336088581666,5.73470962022584,6.02834813418931,4.89287670006069,12.3614229501429,4.45088131527337,4.4937754084607,9.54455879885062,4.15299460549244,6.20320115631661,6.87737616854864,8.25181375452922,0.22650852980868,7.70770423315678,10.0924928868591,2.48026512205446,4.04351949366274,4.99819550315325,6.21994291395413,3.94110631094643,6.58571370877816,7.01758791215345,4.18982455888002,5.77162151792327,2.46466826700344,6.98276546258365,3.91169158187234,3.53729606709084,7.2769618560616,5.04919510562227,0.0143552929770701,5.73362549840823,5.39094277280254,7.60681233024515,3.39369076418745,3.61706334388818,3.59931779369823,7.0945527860391,0.367371065648529,4.41818994794577,5.87356715162175,7.78842470743944,4.79389588254888,4.86344293434804,5.36106648879432
"ACH-000330",5.6564963705535,6.43612851725925,3.52857131887076,4.82222027162153,7.1003469613581,4.31469652565629,6.38439523838807,9.07406116209249,4.57046293102604,4.87430516598223,5.67666233485797,7.38999694057569,4.04351949366274,5.00090140274153,6.99435343685886,5.52638186256192,4.79805051476751,6.3177743728041,6.22689381357139,8.15663931069209,3.78240856492737,6.02303351866553,5.24640808724638,2.97452931248388,0.443606651475615,7.27360913223186,4.59395128394841,5.05441438791731,5.91049283228871,3.81966818349646,5.25587835258279,6.24393560156686,11.5893702570618,5.21451341008002,3.78764141448333,5.39848719001897,0.454175893185802,3.70929063572336,6.25964912064916,8.69804479974287,0.333423733725192,6.38041777276528,10.1197192953663,3.03913839390696,5.26566192452189,5.40565206128037,7.25238159567046,0.604071323668861,7.17452626526643,0.124328135002202,3.62293035092018,4.95652136333312,3.00898878322725,5.48091134604775,3.40735275114004,4.32840565895857,6.9136075118231,4.87725345387661,4.18586654531133,6.76434084667018,0.124328135002202,6.44194819050336,0.16349873228288,4.56376827845203,4.87282875953489,4.17632277264046,7.20623295394578,4.10349763970334,5.50016467949217,4.45088131527337,5.9126498648972,4.46205231879643,6.39454843916717
"ACH-000333",6.08725066461331,5.09718938723511,4.36876834909033,4.85349670370232,7.70846316507212,4.11935617703968,7.92308974059257,9.39709701153221,3.31324585178756,5.35226417325832,5.00539998774259,7.27863530068382,0,4.95930648975966,7.86560956179313,0,4.78345665436024,7.22660486039603,5.45582036508492,8.75298268928283,4.89772447021644,5.96809075204526,5.74362267606765,2.54101915313356,1.81557542886257,0.641546029087524,5.14241343787374,3.4931349223055,4.34482849699744,5.00225245173138,5.88435370684799,4.90207357931074,11.5815772155365,5.05006629830629,4.92504996472736,2.26002565596146,0.321928094887362,6.07852444538908,5.96970308801354,8.97378345195419,1.28688114778816,7.15987133677839,11.1254780480461,3.45680614923047,2.53356334821451,5.90568784852686,6.1471031439241,1.13093086982645,7.31043101335377,4.91981677005279,3.92029330021101,5.60821785302146,4.11935617703968,6.47994190147713,3.72574115650395,5.93781516880342,7.78979444761777,5.77425995143276,0.0285691521967709,6.30323278525064,0.150559676575381,7.47013009399538,1.46466826700344,4.90110824301451,4.63110428236588,7.32346014461094,7.87147405838538,3.67581593117227,6.19475685442225,5.18745105402733,6.56117336523115,4.76818432477693,5.48026512205446
"ACH-000349",6.76434084667018,5.89554498925339,3.60644222813161,4.58676474335514,7.703695976489,4.24107745817504,6.49777201759007,8.97217567223974,4.26453643099903,4.59275601044103,5.05961485629722,6.7457751494858,3.5765221379205,3.68929916053589,7.90327934205614,6.7574233468218,5.67976157351685,6.03716255012738,6.09950561709114,7.65277328451078,2.41953889151378,6.91981677005279,6.083000565676,0.799087306074004,0.356143810225275,7.81422995986936,5.38956681176273,4.611172380044,4.1101961777542,4.75221336786514,5.25398926623079,6.73294750833941,10.678864183582,5.1622906135458,4.55397480823747,3.9297909977186,0.189033824390017,3.99819550315325,6.36544758855011,7.52089364047342,1.09085343045111,7.97836725990383,9.53075745746122,2.43028527297778,3.88752527074159,5.47864829453918,5.40190347160796,0.526068811667588,7.37903173202854,0.124328135002202,3.35755200461808,4.4594316186373,4.40122086216022,5.32517051237605,2.31903981556254,3.78764141448333,7.02691069122452,4.55458885167764,4.81044310384517,7.20506011054465,2.53605290024021,6.11124002053246,6.3547342399706,5.19455988602261,4.78659636189081,6.76380990728029,6.89263388342444,4.96947286459633,5.85773223315767,6.40224465525408,5.55704241526372,4.05658352836637,5.62993940943954
